stock_code,company_name,source_url,source_file,source_page,matched_term,evidence_text,review_status
03395.HK,吉星新能源有限責任公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901442.pdf,data/raw/hkex_reports/03395.HK/2025/annual_report.pdf,80,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 1 ABOUT THIS REPORT 1.1 Overview This is the Environmental, Social and Governance Report (the “ESG Report”) of JX Energy Ltd. (hereinafter “JX”, the “Company”, “we”, “our” or “us”), for the period from January 1, 2025 to December 31, 2025 (the “Reporting Period”). 1.2 This ESG Report has been prepared in accordance with the Environmental, Social and ",pending
03395.HK,吉星新能源有限責任公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901442.pdf,data/raw/hkex_reports/03395.HK/2025/annual_report.pdf,81,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT The principle of consistency is applied through the adoption of consistent reporting boundaries, methodologies and disclosure approaches to enable meaningful comparison of ESG performance across reporting periods. Where there are any significant changes in scope, methodology or assumptions, appropriate explanations are provided to ensure transparency",pending
06885.HK,河南金馬能源股份有限公司 - H股,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901180.pdf,data/raw/hkex_reports/06885.HK/2025/annual_report.pdf,2,"Environmental, Social and Governance","oup Profile Page 2-3 Five Year Financial Highlights Page 4-5 Chairman’s Statement Page 6 Management Discussion & Analysis Overview Page 7-27 Corporate Governance Report Page 28-45 Environmental, Social and Governance Report Page 46-98 Directors’ Report Page 99-115 Supervisors’ Report Page 116-118 Directors, Supervisors and Senior Management Page 119-125 Independent Auditor’s Report and Consolidated Financial Statements Page 126-218 Company Information Page 219-221 Definitions Page 222-224",pending
06885.HK,河南金馬能源股份有限公司 - H股,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901180.pdf,data/raw/hkex_reports/06885.HK/2025/annual_report.pdf,41,"environmental, social and governance"," services were approximately RMB1.2 million and for non-audit services were approximately RMB0.3 million. Non-audit services provided to the Group represented the assurance of the environmental, social and governance report of the Company. Responsibilities of Directors and Auditor for Financial Statements The Directors intend to present the financial statements of the Company in accordance with the current accounting standards and laws. The Directors ensure that the financial statements of the Company will be published on time so that the Company’s interim results and a",pending
06885.HK,河南金馬能源股份有限公司 - H股,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901180.pdf,data/raw/hkex_reports/06885.HK/2025/annual_report.pdf,44,"Environmental, Social and Governance","ruption and Whistleblowing Mechanism based on the actual situation of Company. For the efforts made by the Company relating to anti-corruption, please refer to the section headed “Environmental, Social and Governance Report” on pages 46 to 98 of this annual report. Risk Management and Internal Control The Board confirms its responsibility for overseeing the Group’s risk management and internal control system on an ongoing basis and reviewing their effectiveness. The Audit Committee is authorized by the Board to review the Group’s risk management and internal control sys",pending
06885.HK,河南金馬能源股份有限公司 - H股,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901180.pdf,data/raw/hkex_reports/06885.HK/2025/annual_report.pdf,47,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","46 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT Report Description This is the Group’s Environmental, Social and Governance report for the period from 1 January, 2025 to 31 December, 2025 (the “Reporting Period”). This report aims to disclose the Group’s overall performance in two main aspects (i.e., environmental and social) during the operation of its main businesses (production and sale of coke",pending
06885.HK,河南金馬能源股份有限公司 - H股,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901180.pdf,data/raw/hkex_reports/06885.HK/2025/annual_report.pdf,48,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 47 1. Responsibility Management During the Reporting Period, the Group positioned itself as a responsible corporate citizen, solidly advanced its responsibility management initiatives, and strived to play a leading role in sustainable development and social value creation. By continuously optimizing its ESG management system, deepening communication ",pending
08132.HK,百能國際能源控股有限公司,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0829/2025082901506.pdf,data/raw/hkex_reports/08132.HK/2025/annual_report.pdf,3,"Environmental, Social and Governance","CONTENTS Corporate Information 2 Management Discussion and Analysis 4 Report of the Directors 8 Corporate Governance Report 24 Environmental, Social and Governance Report 35 Independent Auditor’s Report 51 Consolidated Statement of Profit or Loss and Other Comprehensive Income 57 Consolidated Statement of Financial Position 59 Consolidated Statement of Changes in Equity 61 Consolidated Statement of Cash Flows 62 Notes to the Consolidated Financial Statements 64 Financial Summary 136",pending
08132.HK,百能國際能源控股有限公司,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0829/2025082901506.pdf,data/raw/hkex_reports/08132.HK/2025/annual_report.pdf,37,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT ABOUT THIS REPORT The Group is pleased to present this Environmental, Social and Governance (“ESG”) Report (the “Report”) to provide an overview of the Group’s management of significant issues affecting the operation, and how the Group achieves its goals and subsequent development in a sustainable manner. This Report covers the principal business of ",pending
08132.HK,百能國際能源控股有限公司,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0829/2025082901506.pdf,data/raw/hkex_reports/08132.HK/2025/annual_report.pdf,38,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT FEEDBACK OF THIS REPORT AND CONTACT INFORMATION This Report shall be published both in English and Chinese, should there be any discrepancy between the English and the Chinese versions, the English version shall prevail. The Group highly values the opinions from the relevant stakeholders, and welcome readers to contact it through the following contac",pending
08132.HK,百能國際能源控股有限公司,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0829/2025082901506.pdf,data/raw/hkex_reports/08132.HK/2025/annual_report.pdf,39,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT STAKEHOLDER ENGAGEMENT AND MATERIALITY ASSESSMENT Stakeholder engagement is essential to the Group — from communication with investors to everyday relationships with employees, customers and business partners — and is integral to the group’s sustainability success. Stakeholders are prioritised from time to time in view of the Group’s roles and duties",pending
08132.HK,百能國際能源控股有限公司,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0829/2025082901506.pdf,data/raw/hkex_reports/08132.HK/2025/annual_report.pdf,40,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT The Group has evaluated the materiality and importance in ESG aspects through the following steps: Step 1: Identifying relevant ESG areas — Relevant ESG areas were identified through the review of the Group’s business and relevant industry benchmark. Step 2: Materiality and Prioritization — Materiality of each ESG aspect was determined based on the i",pending
08347.HK,F8企業(控股)集團有限公司,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0727/2026072700454.pdf,data/raw/hkex_reports/08347.HK/2026/annual_report.pdf,3,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","CONTENTS 目錄 Page 頁次 CORPORATE INFORMATION 2 公司資料 CHAIRMAN’S STATEMENT 4 主席報告書 MANAGEMENT DISCUSSION AND ANALYSIS 6 管理層討論及分析 CORPORATE GOVERNANCE REPORT 19 企業管治報告 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 環境、社會及管治報告 39 REPORT OF THE BOARD OF DIRECTORS 董事會報告 77 BIOGRAPHIES OF BOARD OF DIRECTORS AND SENIOR MANAGEMENT 董事會及高級管理層履歷 93 INDEPENDENT AUDITORS’ REPORT 100 獨立核數師報告 CONSOLIDATED STATEMENT OF PROFIT OR LOSS AND 107 OTHER COMPREHENSIVE INCOME 綜合損益及其他全面收益表 CONSOLIDATED STATEMENT OF FINANCIAL POSITION 綜合財務狀況表 109 CONSOLIDATED STATEMENT OF CHANGES IN E",pending
08347.HK,F8企業(控股)集團有限公司,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0727/2026072700454.pdf,data/raw/hkex_reports/08347.HK/2026/annual_report.pdf,40,"Environmental, Social and Governance","he CG Code during the Reporting Period. The Company has also established a whistleblowing policy as well as anti-corruption policy and systems, details of which are set out in the Environmental, Social and Governance Report below. Internal control on connected transaction As a general control, the Group maintained a list of connected persons and entities for the monitoring and identification of connected transaction. The risk management and internal control of the Group were reviewed by the Board and the Audit Committee for the year ended 31 March 2026. The Board and th",pending
08347.HK,F8企業(控股)集團有限公司,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0727/2026072700454.pdf,data/raw/hkex_reports/08347.HK/2026/annual_report.pdf,41,"Environmental, Social and Governance","Environmental, Social and Governance Report 環境、社會及管治報告 INTRODUCTION, ENVIRONMENTAL, SOCIAL AND GOVERNANCE POLICIES F8 Enterprises (Holdings) Group Limited (“F8 Enterprises” , “Company” , “we” and “our”), with its subsidiaries (collectively, the “Group”), was principally engaged in the provision of the business of sale and transportation of diesel oil and related products in Hong Kong during th",pending
08347.HK,F8企業(控股)集團有限公司,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0727/2026072700454.pdf,data/raw/hkex_reports/08347.HK/2026/annual_report.pdf,42,"Environmental, Social and Governance","Environmental, Social and Governance Report 環境、社會及管治報告 Board of Directors 董事會 Executive Directors Independent Non-executive Directors 執行董事 獨立非執行董事 Mr. Fong Chun Man, JP (Chairman) 方俊文先生，太平紳士 （主席） 崔志仁先生 Mr. Chui Chi Yun, Robert Ms. Lo Pui Yee Mr. Wang Anyuan 勞佩儀女士 王安元先生 Mr. Chan Chi Fai Mr. Luk Che Chung 陳志輝先生 陸志聰先生 The ESG Governance Structure The Group has set up an ESG working taskforce (the",pending
08347.HK,F8企業(控股)集團有限公司,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0727/2026072700454.pdf,data/raw/hkex_reports/08347.HK/2026/annual_report.pdf,43,"Environmental, Social and Governance","Environmental, Social and Governance Report 環境、社會及管治報告 Detail of the ESG Strategy We established an ESG management system with clarified management functions and responsibilities at all levels. We carry out specific work through the Taskforce and help the Board understand our ESG risks and performance in a timely manner, and so a better incorporate ESG factor into company planning and daily op",pending
08536.HK,TL Natural Gas Holdings Ltd.,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0326/2026032600752.pdf,data/raw/hkex_reports/08536.HK/2025/annual_report.pdf,3,"Environmental, Social and Governance"," 3 Chairman’s Statement 4 Management Discussion and Analysis 5 Biographical Details of Directors and Senior Management 15 Report of the Directors 18 Corporate Governance Report 30 Environmental, Social and Governance Report 40 Independent Auditor’s Report 57 Consolidated Statement of Profit or Loss 61 Consolidated Statement of Profit or Loss and Other Comprehensive Income 62 Consolidated Statement of Financial Position 63 Consolidated Statement of Changes in Equity 64 Consolidated Statement of Cash Flows 65 Notes to Consolidated Financial Statements 66 Financial Summary",pending
08536.HK,TL Natural Gas Holdings Ltd.,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0326/2026032600752.pdf,data/raw/hkex_reports/08536.HK/2025/annual_report.pdf,19,"environmental, social and governance","aws, rules and regulations. During the Year, the Group has complied with relevant laws and regulations that have significant impact on the operations of the Group. A report on the environmental, social and governance aspects prepared in accordance with Appendix C2 to the GEM Listing Rules is set out in pages 40 to 56 of this report. Relationship with stakeholders The Group recognises that employees, customers and business partners are keys to its sustainable development. The Group is committed to establishing a close and caring relationship with its employees, providing",pending
08536.HK,TL Natural Gas Holdings Ltd.,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0326/2026032600752.pdf,data/raw/hkex_reports/08536.HK/2025/annual_report.pdf,41,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","40 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT PREPARATION BASIS AND SCOPE The Company is pleased to present our annual Environmental, Social and Governance Report (the “ESG Report”) for year ended 31 December 2025 to provide an overview of the Group’s management of significant issues affecting the operation, including environmental, social and governance (“ESG”) issues. The Board has overall res",pending
08536.HK,TL Natural Gas Holdings Ltd.,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0326/2026032600752.pdf,data/raw/hkex_reports/08536.HK/2025/annual_report.pdf,42,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","41 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT (CONTINUED) SOURCE OF INFORMATION The information disclosed in this ESG Report is derived from the Group’s formal documents, statistics or public information. The Board is responsible for the truthfulness, accuracy and completeness of its contents. ACCESS TO THIS REPORT The ESG Report is available in Chinese and English versions. In case of any discr",pending
08536.HK,TL Natural Gas Holdings Ltd.,https://www1.hkexnews.hk/listedco/listconews/gem/2026/0326/2026032600752.pdf,data/raw/hkex_reports/08536.HK/2025/annual_report.pdf,43,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","42 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT (CONTINUED) STAKEHOLDERS ENGAGEMENT The Group emphasises the participation of its stakeholders. All of them have a substantial impact on the success of its business or activities. In compiling the ESG Report, the Group consulted its internal stakeholders, to monitor and manage its impact on all aspects of the environment and society. Besides, the Gro",pending
08631.HK,申港控股有限公司,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0707/2025070701740.pdf,data/raw/hkex_reports/08631.HK/2024/annual_report.pdf,3,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","CONTENTS 目錄 CORPORATE INFORMATION 公司資料 3 CHAIRMAN’S STATEMENT 主席報告書 5 MANAGEMENT DISCUSSION AND ANALYSIS 管理層討論及分析 8 CORPORATE GOVERNANCE REPORT 企業管治報告 22 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 環境、社會及管治報告 46 REPORT OF THE BOARD OF DIRECTORS 董事會報告 102 BIOGRAPHIES OF BOARD OF DIRECTORS AND SENIOR MANAGEMENT 董事會及高級管理層履歷 128 INDEPENDENT AUDITORS’ REPORT 獨立核數師報告 135 CONSOLIDATED STATEMENT OF PROFIT OR LOSS AND OTHER COMPREHENSIVE INCOME 綜合損益及其他全面收益表 144 CONSOLIDATED STATEMENT OF FINANCIAL POSITION 綜合財務狀況表 145 CONSOLIDATED STATEMENT OF CHANGES IN",pending
08631.HK,申港控股有限公司,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0707/2025070701740.pdf,data/raw/hkex_reports/08631.HK/2024/annual_report.pdf,47,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 環 境 、 社 會 及 管 治 報 告 APPROACH 方針 Yufengchang Holdings Limited (“Yufengchang” or the “Company”, together with its subsidiaries, the “Group”) are principally engaged in the business of the sales of diesel oil and related products in Hong Kong. The services of the Group include sourcing and transportation of diesel oil and related products in Hong Kong. ",pending
08631.HK,申港控股有限公司,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0707/2025070701740.pdf,data/raw/hkex_reports/08631.HK/2024/annual_report.pdf,48,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 環 境 、 社 會 及 管 治 報 告 To implement sustainability strategies which apply to all levels of the Group, the top-down approach is adopted for the following sustainability strategies: 為 實 施 適 用 於 本 集 團 所 有 層 面 的 可 持 續 發 展 戰略，本集團以由上而下的方式採納下列可持 續發展戰略： 1. To achieve environmental sustainability 2. To respect human rights and social culture 3. To engage with st",pending
08631.HK,申港控股有限公司,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0707/2025070701740.pdf,data/raw/hkex_reports/08631.HK/2024/annual_report.pdf,49,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 環 境 、 社 會 及 管 治 報 告 The Group has complied with the disclosure requirements of the “comply or explain” provisions set out in the ESG Reporting Guide and the Board has overall responsibility for the Group’ s ESG strategy and reporting. The Board assumes responsibility for assessing and reviewing ESG-related risks and maintaining robust risk management",pending
08631.HK,申港控股有限公司,https://www1.hkexnews.hk/listedco/listconews/gem/2025/0707/2025070701740.pdf,data/raw/hkex_reports/08631.HK/2024/annual_report.pdf,50,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 環 境 、 社 會 及 管 治 報 告 Feedback 反饋 For details on the ESG performance of the Group, corporate governance as well as financial performance, please visit the Group’s website (kg.yfcsx.com) for its annual reports. The Group is open to and values all advice and suggestions received, to uphold the common interests of the Group and all stakeholders. Stakehold",pending
09689.HK,金泰豐國際控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0422/2026042201784.pdf,data/raw/hkex_reports/09689.HK/2025/annual_report.pdf,2,"Environmental, Social and Governance","TENTS Corporate Information 2 Chairman’s Statement 4 Management Discussion and Analysis 6 Biographical Details of Directors and Senior Management 15 Corporate Governance Report 18 Environmental, Social and Governance Report 29 Directors’ Report 77 Independent Auditor’s Report 84 Consolidated Statement of Comprehensive Income 89 Consolidated Statement of Financial Position 90 Consolidated Statement of Changes in Equity 92 Consolidated Statement of Cash Flows 93 Notes to the Consolidated Financial Statements 94 Financial Summary 140",pending
09689.HK,金泰豐國際控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0422/2026042201784.pdf,data/raw/hkex_reports/09689.HK/2025/annual_report.pdf,30,"Environmental, Social and Governance","Annual Report 2025 JTF International Holdings Limited 29 Environmental, Social and Governance Report For the year ended 31 December 2025 INTRODUCTION JTF International Holdings Limited (the “Company”, together with its subsidiaries, the “Group”) is pleased to present this Environmental, Social and Governance (“ESG”) report (the “ESG Report”), highlighting the ESG performance, with disclosure reference to the requirements of the Implementation Guidan",pending
09689.HK,金泰豐國際控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0422/2026042201784.pdf,data/raw/hkex_reports/09689.HK/2025/annual_report.pdf,31,"Environmental, Social and Governance","30 JTF International Holdings Limited Annual Report 2025 Environmental, Social and Governance Report (Continued) For the year ended 31 December 2025 REPORTING PRINCIPLES The ESG Report is prepared according to the “Comply or Explain” provisions and the four Reporting Principles as required by the ESG Reporting Code: 1. Materiality: Based on our continuous communication with stakeholders, the Group has formulated models to analyse environmental and s",pending
09689.HK,金泰豐國際控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0422/2026042201784.pdf,data/raw/hkex_reports/09689.HK/2025/annual_report.pdf,32,"Environmental, Social and Governance","Annual Report 2025 JTF International Holdings Limited 31 Environmental, Social and Governance Report (Continued) For the year ended 31 December 2025 COMMENT AND SUGGESTION Our group values the comments from different stakeholders, if you have any opinions regarding this ESG Report or the sustainability development of the Group, please contact the ESG Reporting Team via the following channels. Address: No. 35, Yanjiang Road, Shazhuang Tujiang Village",pending
09689.HK,金泰豐國際控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0422/2026042201784.pdf,data/raw/hkex_reports/09689.HK/2025/annual_report.pdf,33,"Environmental, Social and Governance","32 JTF International Holdings Limited Annual Report 2025 Environmental, Social and Governance Report (Continued) For the year ended 31 December 2025 Major Stakeholders Major Communication Channels Major Concerns External Suppliers • Periodic review and examination • Procurement meetings • Site visit • Phone calls, conferences, and e-mails Customers • Company website • Meetings and correspondence • Customer hotlines Public community • Charitable acti",pending
